agefloor,pop,
0,88650
5,84793
10,76285
15,106686
20,92060
25,109641
30,117420
35,121941
40,105631
45,89660
50,87781
55,92668
60,83814
65,68434
70,50621
75,34142
80,16670
85,16670
90,16670
