"startdate","p","perc_threshold","home_steep","residuo","residuo_mean","log_like","cov_matrix1","cov_matrix2","cov_matrix3","cov_matrix4","cov_matrix5","cov_matrix6","cov_matrix7","cov_matrix8","cov_matrix9","info","data","rel_like","prob"
18298,0.0297755640282325,0.9,15,0.0209277564217884,0.000275365216076163,-623.00333350257,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-06,1.65698284214201e-67,1.65698284214201e-67
18299,0.0300239783985951,0.9,15,0.020564818470468,0.000270589716716684,-624.332920199918,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-07,6.26253516125071e-67,6.26253516125071e-67
18300,0.034051957066709,0.9,0.862850850429954,0.0350093382984794,0.000460649188137886,-583.898407647698,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-08,1.72291756004e-84,1.72291756004e-84
18301,0.0330941559363206,0.9,15,0.0136637012641783,0.000179785542949714,-655.404684253886,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-09,1.95454578815108e-53,1.95454578815108e-53
18302,0.0399304887624428,0.9,0.0000857789715929518,0.0170732273003212,0.000224647727635805,-638.474254859905,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-10,8.67468646649845e-61,8.67468646649845e-61
18303,0.032911060060647,0.9,15,0.00478333499593682,0.0000629386183675898,-735.174646979278,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-11,8.60400159351887e-19,8.60400159351887e-19
18304,0.0356788176244978,0.629959242128338,15,0.0274720271084414,0.000361474040900545,-602.324344954419,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-12,1.73199802945907e-76,1.73199802945907e-76
18305,0.0427009082834721,0.9,0.00313266615923468,0.00908951087708436,0.000119598827330057,-686.383931628562,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-13,5.56111706342493e-40,5.56111706342493e-40
18306,0.0358348769568254,0.9,3.84409292963758,0.00485220704009403,0.0000638448294749215,-734.088176809078,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-14,2.90303640782505e-19,2.90303640782505e-19
18307,0.0438416178711416,0.9,0,0.00580877968358014,0.0000764313116260544,-720.412976186348,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-15,3.34032184006179e-25,3.34032184006179e-25
18308,0.0440738641919026,0.707113530652237,0.00190332395757096,0.0045233940003531,0.0000595183421099092,-739.421177684432,0.00000000216928991327312,-0.00000864793731928541,0.000000048926287830546,-0.00000864793731928535,0.773955174646081,-0.00443463267408759,0.0000000489262878305396,-0.00443463267408759,0.0000254103679189486,2,2020-02-16,6.0109807150657e-17,6.0109807150657e-17
18309,0.0456358304169461,0.9,0.0000590547962503844,0.00513176435332326,0.000067523215175306,-729.830970892637,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-17,4.11122688430799e-21,4.11122688430799e-21
18310,0.0452898654285075,0.49760908049134,0.00237905743894039,0.00276712952243071,0.0000364095989793515,-776.771536349553,0.00000000043994600298439,-0.00000000532979430061274,0.0000000000227835186468104,-0.00000000532979430061003,0.00000511955858336061,-0.000000023300700146138,0.0000000000227835186468091,-0.000000023300700146138,0.000000000107469737585668,2,2020-02-18,1,1
18311,0.0437550551106674,0.9,0,0.0124902323949658,0.000164345163091655,-662.229168350444,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2020-02-19,1.79838070304894e-50,1.79838070304894e-50
