"startdate","p","perc_threshold","home_steep","residuo","residuo_mean","log_like","cov_matrix1","cov_matrix2","cov_matrix3","cov_matrix4","cov_matrix5","cov_matrix6","cov_matrix7","cov_matrix8","cov_matrix9","info","data","rel_like","prob"
18281,0.0383983879179527,0.583768486489381,6.12528172193934,0.00682545770714551,0.0000898086540413883,-708.155020501733,0.00000000869367727397051,0.0000000177807880827477,-0.00000165353121866711,0.0000000177807880827477,0.0000121002451694565,-0.0000323223989798303,-0.00000165353121866711,-0.0000323223989798303,0.00144413448883547,2,2020-01-20,6.8479355242362e-40,6.84283328126368e-40
18282,0.0387933610696369,0.582528642556454,6.26902216963522,0.00497192565738138,0.0000654200744392286,-732.235786247099,0.0000000123191202056153,0.0000000134643995121221,0.000000761526317078476,0.0000000134643995121221,0.0000011559491794721,0.00000724706024504585,0.000000761526317078476,0.00000724706024504585,0.000169556599031656,2,2020-01-21,1.9665425418885e-29,1.9650773152039e-29
18283,0.0391678920373115,0.559884382969628,4.50727550631721,0.00437047158274484,0.0000575062050361163,-742.034945375685,0.00000003066648674334,-0.0000000269746740636955,0.00000136504597658592,-0.0000000269746740636955,0.00000522687896054398,-0.0000247219557862285,0.00000136504597658592,-0.0000247219557862285,0.000312614071372441,2,2020-01-22,3.5434318354051e-25,3.54079170392068e-25
18284,0.0396710283386366,0.600877452810231,6.01772202834686,0.00296656288141258,0.0000390337221238497,-771.4824307859,0.0000000152401418285429,-0.000000118736258973087,-0.000000846860677730052,-0.000000118736258973087,0.00000202377822320789,-0.00000346704409434355,-0.000000846860677730052,-0.00000346704409434355,0.000177295786864863,2,2020-01-23,0.00000000000217923719247615,0.00000000000217761349178396
18285,0.0400005182321132,0.598134293765052,6.00225786834441,0.00229066385791034,0.0000301403139198729,-791.133168156646,0.00000000839688343957677,0.0000000128359074162141,-0.000000724676935385763,0.0000000128359074162141,0.000000654990066126907,-0.00000518635962047156,-0.000000724676935385763,-0.00000518635962047156,0.000106471138171788,2,2020-01-24,0.000745609285216103,0.000745053748482109
18286,0.0409223995803537,0.551903491122148,4.70169535970471,0.00270279728530088,0.0000355631221750116,-778.559302674146,0.0000000111156194995511,-0.0000000238634800275295,-0.000000203463081703919,-0.0000000238634800275295,0.000000334003687622108,-0.00000177798612652029,-0.000000203463081703919,-0.00000177798612652029,0.0000684617266889162,2,2020-01-25,0.00000000258077957236458,0.00000000257885669146272
18287,0.0417029431793487,0.549965222647739,4.4925705207591,0.00208358007931319,0.0000274155273593841,-798.334476997969,0.00000000124586049560221,0.0000000102145796325301,-0.0000000827183889460987,0.0000000102145796325301,0.00000462959664293817,-0.00000615894767559402,-0.0000000827183889460987,-0.00000615894767559402,0.0000161796650751339,2,2020-01-26,1,0.999254922457365
18288,0.04195730174961,0.55058434515829,4.47901921437973,0.00262903206646134,0.0000345925271902808,-780.662338605377,0.000000000877400909650907,-0.00000000359479125067996,-0.0000000282922504535931,-0.00000000359479125067996,0.000000344298227709078,-0.00000159469092999205,-0.0000000282922504535931,-0.00000159469092999205,0.0000151128718003277,2,2020-01-27,0.0000000211391642236248,0.0000000211234139070917
18289,0.0447035658530938,0.50117790646967,5.03681452843756,0.00350328083183738,0.0000460958004189129,-758.843941907932,0.00000000473734261345081,-0.00000003835492346263,0.000000441227935285136,-0.0000000383549234626301,0.00000184165030637046,-0.0000210607225745791,0.000000441227935285136,-0.0000210607225745791,0.000336701028500208,2,2020-01-28,7.07096232039693e-18,7.06569390516719e-18
18290,0.045,0.5,5,0.00344698805588557,0.0000453551059984943,-760.075072557941,0.00000000041984995915801,0.00000000575239156779613,-0.0000000995596064741597,0.00000000575239156779613,0.00000106813446428451,-0.00000841575619684267,-0.0000000995596064741597,-0.00000841575619684267,0.000352727867526308,2,2020-01-29,2.42187525989352e-17,2.42007077502631e-17
18291,0.0457156137228036,0.50283028854825,4.92206417033097,0.00282491759362254,0.0000371699683371387,-775.200716337592,0.00000000332807567570623,0.00000000636337613817194,-0.000000520190343101666,0.00000000636337613817194,0.000000182946491449724,-0.00000108019770968219,-0.000000520190343101666,-0.00000108019770968219,0.000116032334653791,2,2020-01-30,0.000000000089770862853903,0.0000000000897039766000075
18292,0.0490831165817147,0.537342854509613,9.54780951995624,0.00395612627369695,0.0000520542930749598,-749.604969772347,0.0000000044145469535086,-0.0000000176369674942224,-0.000000399942691507931,-0.0000000176369674942224,0.00000112669379446707,-0.00000712653734565246,-0.000000399942691507931,-0.00000712653734565246,0.000187613569966631,2,2020-01-31,6.87137904366197e-22,6.86625933344961e-22
18293,0.0507001601821901,0.399632140266621,6.03393652399512,0.00920937777734236,0.000121176023386084,-685.388241136762,0.0000000744271228401403,-0.000000278750428581573,-0.00000352423621045675,-0.000000278750428581573,0.0000103661563175901,-0.00000994854031971258,-0.00000352423621045675,-0.00000994854031971259,0.000312379239641313,2,2020-02-01,8.8730517354379e-50,8.86644062385519e-50
18294,0.0501158362888695,0.401597662677466,6.0044329430637,0.0100309069585397,0.000131985617875522,-678.894137356986,0.0000000299900665301796,-0.000000438739687022948,0.00000214099487001674,-0.000000438739687022948,0.0000124733389136289,-0.0000538302015503394,0.00000214099487001674,-0.0000538302015503394,0.00139589508815006,2,2020-02-02,1.34189822142405e-52,1.34089840319476e-52
18295,0.0500540675883787,0.491709836379244,4.6347558955653,0.00329722207515163,0.0000433845009888373,-763.451030854214,0.0000000119760253951946,-0.0000000491139488840833,0.000000151061701505972,-0.0000000491139488840833,0.00000032234214956735,-0.00000154883097768458,0.000000151061701505972,-0.00000154883097768458,0.0000246347989206449,2,2020-02-03,7.0845428268398e-16,7.07926429307968e-16
18296,0.0524909533333554,0.437449507714168,7.14104486263284,0.00664053896208006,0.0000873755126589482,-710.24245724655,0.0000000150673171671677,-0.0000000435449871063038,-0.00000164478931353682,-0.0000000435449871063039,0.000000969744961487787,-0.00000779908170241172,-0.00000164478931353681,-0.00000779908170241174,0.00040355603249242,2,2020-02-04,5.52232449242129e-39,5.51820993245885e-39
